Funcao,Localização,Skills Necessarias,Média Salarial,separação 1,separação 2,separação 3,separação 4,Cargo
"BuscarVagas - Empregos e Consultoria Brasil
Coordenador De TI
Porto Alegre",Porto Alegre,"Realizar a governança de TI, criando e aperfeiçoando os processos a partir de normas, políticas e diretrizes, que trarão mais eficiência e padrão para as ações controlando as atividades de maneira mais ágil, segura e mensurável.
Realizar a gestão dos projetos de TI, analisando e priorizando os projetos alinhados com os objetivos estratégicos e necessidades mais importantes da empresa, a fim de trazer os melhores resultados em um menor espaço de tempo possível.
Desenvolver junto com os gestores de outras áreas, estratégias e direcionamentos para os projetos de TIC, a fim de garantir o alinhamento entre áreas, processos e estratégias de negócio.
Ser agente ativo na construção da estratégia de maneira propositiva, usando a tecnologia como impulsionador do negócio.
Pesquisar e garantir novas atualizações tecnológicas, a fim de analisar e implementar na empresa aquelas que trarão o menor custo-benefício e que possam otimizar os recursos.
Gerenciar a produtividade dos times e desenvolver táticas de melhoria contínua.
Mapear eventuais necessidades da área para atendimento de projetos e/ou iniciativas que nos são solicitadas.
Implantação e gestão de rotinas automatizadas no banco de dados do sistema.
Manutenção da infraestrutura do ambiente de desenvolvimento/sistema (bases de dados/estações de trabalho);
Análise e especificação para o desenvolvimento (definição da atividade a ser realizada no sistema);
Validação das alterações do sistema em ambiente de teste;
Preparação e lançamento de informações necessárias à implementação de novas funcionalidades ao sistema;
Implantação e gestão de rotinas automatizadas no banco de dados do Sistema;
Controlar o projeto para implementação do novo ERP.
Requisitos
Formação:
Superior Completo em Análise e Desenvolvimento de Sistemas e/ou áreas correlatas.

Aspectos Comportamentais:
Resolução de problemas.
Pensamento crítico.
Planejamento.
Organização.
Liderança.
Capacidade analítica.
Raciocínio lógico.
Gestão do tempo.

Idiomas:
- Inglês - Técnico

Imprescindíveis:
Experiência anterior como Gerente / Coordenador de Sistemas / Desenvolvedor / Programador e ou Gerente / Coordenador de Negócios / Coordenador de TI.
Atuação como gestor de equipes; (supervisor, líder, coord, gerente).
Gestão de fornecedores e orçamento em projetos; gestão de fornecedores, orçamento.
Experiência em projetos ágeis, definição de objetivos, acompanhamento de KPIs e/ou OKRs; ITIL, kaban ou Scrum.
Experiência em implementação de ERP.
Conhecimento intermediário em Excel.
Conhecimento em ferramentas de BI.
Desejáveis:
Experiência em administrar banco de dados Oracle.
Implantação e análise de sistemas.
Análise de negócios.
Segurança da Informação / LGPD.
Experiência em gestão de data center e telecomunicações, banco de dados, alta disponibilidade e arquitetura de TI;
Conhecimento sobre processos de negócio e arquitetura de dados.
Experiência como Head de unidades de negócio.
Conhecimento em Varejo.
Jornada de trabalho
De segunda à sexta-feira: - Das 08h00 ás 18h. Carga Horária:
Jornada de trabalho
De segunda à sexta-feira: - Das 08h00 ás 18h.

Sem informação
Formação: - Superior Completo em Análise e Desenvolvimento de Sistemas e/ou áreas correlatas. Aspectos Comportamentais: - Resolução de problemas. - Pensamento crítico. - Planejamento. - Organização. - Liderança. - Capacidade analítica. - Raciocínio lógico. - Gestão do tempo. Idiomas: - Inglês - Técnico Imprescindíveis: - Experiência anterior como Gerente / Coordenador de Sistemas / Desenvolvedor / Programador e ou Gerente / Coordenador de Negócios / Coordenador de TI. - Atuação como gestor de equipes; (supervisor, líder, coord, gerente). - Gestão de fornecedores e orçamento em projetos; gestão de fornecedores, orçamento. - Experiência em projetos ágeis, definição de objetivos, acompanhamento de KPIs e/ou OKRs; ITIL, kaban ou Scrum. - Experiência em implementação de ERP. - Conhecimento intermediário em Excel. - Conhecimento em ferramentas de BI. Desejáveis: - Experiência em administrar banco de dados Oracle. - Implantação e análise de sistemas. - Análise de negócios. - Segurança da Informação / LGPD. - Experiência em gestão de data center e telecomunicações, banco de dados, alta disponibilidade e arquitetura de TI; - Conhecimento sobre processos de negócio e arquitetura de dados. - Experiência como Head de unidades de negócio. - Conhecimento em Varejo.",NF,BuscarVagas - Empregos e Consultoria Brasil,Coordenador De TI,Porto Alegre,,Coordenador De TI
"CTC Tech
4.2
Desenvolvedor Back end .Net
Porto Alegre",Porto Alegre,"*A CTC está comprometida em garantir a igualdade de oportunidades e não fará discriminação com base em raça, religião, cor, gênero, orientação sexual, idade, nacionalidade ou qualquer deficiência não impeditiva para o cargo.*

Responsabilidades
Desenvolver e manter aplicações back-end utilizando .Net
Participar ativamente no design e na arquitetura de sistemas
Otimizar e melhorar a performance de aplicações existentes
Requisitos




Mostrar mais
Salário base
O salário mínimo é de R$ 9 mil e o salário máximo é de R$ 9 mil.
R$ 9 mil/mês (est. Empresa)
Porto Alegre
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.
Visão geral da empresa
Tamanho
201 a 500 funcionários
Fundação
--
Tipo
Organização sem fins lucrativos
Indústria
Pesquisa e desenvolvimento
Setor
Gerenciamento e consultoria
Receita
Desconhecido/Não se aplica
Classificações da empresa CTC Tech
4,2
96 %
Recomendam para outras pessoas
Oportunidades de carreira
3,1
Remuneração e benefícios
4,1
Cultura e valores
3,7
Alta liderança
3,7
Qualidade de vida
4,1
Benefícios da empresa CTC Tech
3,7
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(11 comentários)
""Permite quarto individual para internação""
Vale-Transporte/Fretado(5 comentários)
""Poucas linhas e poucos pontos.""
Seguro de vida(5 comentários)
""Valor baixo e cobertura parcial.""
26 de jan. de 2024
Ex-Analista Sênior em Piracicaba, SP, São Paulo
Ótimos benefícios, acima do mercado, refeitório excelente, PLR bom - mas difícil de atingir, por conta das metas. Previdência privada ótima.
13 de mar. de 2024
Atual Especialista em Piracicaba, SP, São Paulo
Excelentes benefícios: plano de saúde, odontológico, previdência privada com 100% de participação da empresa, bonus competitivo
29 de dez. de 2023
Atual Funcionário em Piracicaba, SP, São Paulo
Plano de saúde muito bom, previdência ok, sem benefícios extras do que é praticado no mercado.",R$ 9 mil/mês (est. Empresa),CTC Tech,4.2,Desenvolvedor Back end .Net,Porto Alegre,Desenvolvedor Back end .Net
"LM Scopel Recursos Humanos
Programador e Operador de Corte Laser
Caxias do Sul",Caxias do Sul,"Empresa Localizada na Região do São José
Programador e Operador de Máquina Laser
Realizar a Programação e Operação de máquina de corte a laser
Recebe demandas de ordens de produção
Alimenta mesa de corte, dentro da necessidade
Retira peças prontas e fazer conferência validando o desenho, validando a qualidade
Apontamento de ordens de produção eletronicamente
Lid Metrologia
Experiência na função
Ensino Médio em andamento
1° turno
Mostrar mais
Faixa de salário base
O salário mínimo é de R$ 3 mil e o salário máximo é de R$ 5 mil.
R$ 3 mil – R$ 5 mil/mês (est. Empresa)
R$ 4 mil
/mês (mediana)
Caxias do Sul
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital aberto
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica",R$ 3 mil – R$ 5 mil/mês (est. Empresa),LM Scopel Recursos Humanos,Programador e Operador de Corte Laser,Caxias do Sul,,Programador e Operador de Corte Laser
"OEmprego
4.5
ESTÁGIO DESENVOLVEDOR WEB/FRONT-END - PORTO ALEGRE
Porto Alegre",Porto Alegre,"AUXILIAR NA IMPLEMENTAÇÃO DE INTERFACES EM AMBIENTE FRONTEND; CRIAR PROTÓTIPOS VISUAIS (ADOBE XD); MELHORAR CONCEITOS VISUAIS EXISTENTES; PROPOR MELHORIAS DE DESIGN EM SOFTWARES E APLICATIVOS; IMPLEMENTAR APLICATIVOS ANDROID/IOS E DEMAIS ATIVIDADES DA ÁREA. Cargo: ESTÁGIO DESENVOLVEDOR WEB/FRONT-END - PORTO ALEGRE | Salario: R$ 850,00. | Ensino: Ensino Superior Incompleto - Bacharelado | Licenciatura | Tecnologia. | Turno: Tarde.

| Area: Informática. | Experiencia: . | Cidade: Porto Alegre / RS
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa OEmprego
4,5
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,7
Remuneração e benefícios
4,7
Cultura e valores
5,0
Alta liderança
5,0
Qualidade de vida
4,7",NF,OEmprego,4.5,ESTÁGIO DESENVOLVEDOR WEB/FRONT-END - PORTO ALEGRE,Porto Alegre,ESTÁGIO DESENVOLVEDOR WEB/FRONT-END - PORTO ALEGRE
"Jobbol
4.6
Programador de Torno CNC
Caxias do Sul",Caxias do Sul,"Descrição da oferta:
Indústria admite Programador de Torno CNC em Caxias do Sul (Cidade Nova).
Principais Responsabilidades:
Interpretar desenhos técnicos e especificações do projeto para programar as operações do torno CNC. Definir as configurações de velocidade de corte, avanço da ferramenta e fixação da peça no torno. Selecionar e instalar as ferramentas de corte adequadas para as operações.
Benefícios oferecidos:
Vale Alimentação
Convênio Farmácia
Plano Médico
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital aberto
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Jobbol
4,6
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,9
Remuneração e benefícios
4,9
Cultura e valores
4,9
Alta liderança
4,7
Qualidade de vida
5,0",NF,Jobbol,4.6,Programador de Torno CNC,Caxias do Sul,Programador de Torno CNC
"Villela Brasil Bank | Gestão de Carreiras
Assistente de Relacionamento - Banco Digital
Porto Alegre",Porto Alegre,"Empresa de tecnologia digital financeira com ênfase em recuperação de negócios, busca por Assistente de Relacionamento com o cliente.

Responsabilidades e atribuições

Atendimento aos clientes;
Informação sobre os serviços, tirando dúvidas e mostrando o que é oferecido;
Negociação de preços e contratos;
Trabalhar em conjunto e dar suporte a outros profissionais do setor de vendas;
Prospecção e cadastro de novos clientes;
Oferecer e receber propostas de negócios;













Mostrar mais
Salário base
O salário mínimo é de R$ 2 mil e o salário máximo é de R$ 2 mil.
R$ 2 mil/mês (est. Empresa)
Porto Alegre
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.",R$ 2 mil/mês (est. Empresa),Villela Brasil Bank | Gestão de Carreiras,Assistente de Relacionamento - Banco Digital,Porto Alegre,,Assistente de Relacionamento - Banco Digital
"Marcopolo S.A
4.2
PROGRAMADOR MÁQUINAS - ANA RECH / RS
Caxias do Sul",Caxias do Sul,"Gostaria de trabalhar e se desenvolver dentro de uma grande empresa?
Então venha trabalhar com a gente e construir a Marcopolo do Futuro!
Cadastre-se para vaga de PROGRAMADOR MÁQUINAS - ANA RECH / RS
Venha se desafiar com a gente!

#vemcomagenteMarcopolo #marcopolodofuturo #aquitemtrabalhoemequipe

Responsabilidades e atribuições
PROGRAMAR AS MÁQUINAS CONVENCIONAIS;
PROGRAMAR AS MÁQUINAS AUTOMATIZADAS;











Mostrar mais
Visão geral da empresa
Tamanho
Mais de 10.000 funcionários
Fundação
--
Tipo
Empresa – capital aberto
Indústria
Produção de equipamentos de transporte
Setor
Manufatura
Receita
De US$ 1 a US$ 5 bilhões
Classificações da empresa Marcopolo S.A
4,2
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,8
Remuneração e benefícios
3,9
Cultura e valores
3,9
Alta liderança
3,6
Qualidade de vida
3,7
Avaliações da empresa Marcopolo S.A
Prós
""Tiempo flexible, disponibilidad, vacaciones, horario"" (em 3 avaliações)
""Salaries above average, promotions available, stability."" (em 2 avaliações)
""Good working env, nice colleagues"" (em 2 avaliações)
Contras
""The Company culture is Very difficult to adapt"" (em 2 avaliações)
""Work pressure, long working hours"" (em 2 avaliações)
Benefícios da empresa Marcopolo S.A
4,0
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(24 comentários)
""Tem um bom plano de saúde ""
Vale-Transporte/Fretado(10 comentários)
""Não deveria ser cobrado tbm, pela demora""
Seguro de vida(9 comentários)
""Tem seguro de vida descontado na folia ""
26 de mar. de 2024
Ex-Auxiliar de Marketing em Caxias do Sul, Rio Grande do Sul
O pacote de benefícios é bem completo.
29 de mar. de 2024
Ex-Engenheiro em Caxias do Sul, Rio Grande do Sul
Oferece bons benefícios aos empregados.
28 de fev. de 2024
Atual Montador De Acabamento em Caxias do Sul, Rio Grande do Sul
Trabalhar na marcopolo tem muitos benefícios",NF,Marcopolo S.A,4.2,PROGRAMADOR MÁQUINAS - ANA RECH / RS,Caxias do Sul,PROGRAMADOR MÁQUINAS - ANA RECH / RS
"Selina Emprega
5.0
Desenvolvedor de Produto
Novo Hamburgo",Novo Hamburgo,"Experiência em calçados esportivos.
Desenvolvimento de materiais;
Elaboração de Ficha Técnica;
Acompanhamento e revisão de amostras.

Marli Teixeira- Fone: 51 992164687
Publicação: 10/04/2024
Categoria: Indústria de Calçados
Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Selina Emprega
5,0
100 %
Recomendam para outras pessoas
Oportunidades de carreira
5,0
Remuneração e benefícios
5,0
Cultura e valores
5,0
Alta liderança
5,0
Qualidade de vida
5,0",NF,Selina Emprega,5,Desenvolvedor de Produto,Novo Hamburgo,Desenvolvedor de Produto
"Soprano
3.9
Desenvolvedor BI
Farroupilha",Farroupilha,"Você é uma pessoa proativa, inovadora e busca novos desafios?
Estamos buscando profissionais que queiram evoluir conosco.
Somos uma empresa consolidada no mercado e temos como nossos principais valores a valorização humana, inovação, ética, compromisso com o cliente, profissionalismo e acreditamos muito em relações de confiança!
Ficou interessado?
Venha fazer parte do Grupo Soprano!

Estamos com uma oportunidade de Desenvolvedor BI, para atuar no Centro de Excelências da Soprano!

Responsabilidades e atribuições























Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
1954
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
De US$ 5 a US$ 25 milhões
Classificações da empresa Soprano
3,9
75 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,2
Cultura e valores
3,8
Alta liderança
3,5
Qualidade de vida
3,6
Benefícios da empresa Soprano
4,4
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(3 comentários)
""É um plano muito completo""
Vale-Refeição(3 comentários)
""O subsídio é bastante compensador para o funcionário.""
7 de fev. de 2024
Atual Consultor Trade Marketing em Farroupilha, Rio Grande do Sul
Flexibilidade pata trabalhar de maneira independente
7 de fev. de 2024
Atual Consultor Técnico Comercial em São Paulo, SP, São Paulo
Vale alimentação de R$ 82,00 mês e não tem vale refeição para o time externo
26 de jan. de 2024
Atual Projetista Jr em Farroupilha, Rio Grande do Sul
Transporte fretado com um custo baixo",NF,Soprano,3.9,Desenvolvedor BI,Farroupilha,Desenvolvedor BI
"Divulga Vagas - Consultoria
4.8
Programador Delphi – Centro – Porto Alegre – RS - Vaga
Porto Alegre",Porto Alegre,".
Requisitos
Comprometimento com a entidade e proatividade.
Escolaridade mínima
Não informado
Jornada de trabalho
Segunda a sexta das 09:00 às 18:00.
Benefícios
Assistência médica – plano hospitalar;
Assistência odontológica;
Auxílio creche;
Participação nos lucros;
Seguro de vida;
VA – R$ 700,00;
VR – R$ 800,00;
VT.
Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Self-employed
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Divulga Vagas - Consultoria
4,8
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,8
Remuneração e benefícios
5,0
Cultura e valores
4,7
Alta liderança
4,6
Qualidade de vida
4,8",NF,Divulga Vagas - Consultoria,4.8,Programador Delphi – Centro – Porto Alegre – RS - Vaga,Porto Alegre,Programador Delphi – Centro – Porto Alegre – RS - Vaga
