Localização,Skills Necessarias,Média Salarial,Cargo,ver_cargo,palavra_chave,Área,texto,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Cargo 5,Cargo 6,palavra-chave 1,palavra-chave 2,palavra-chave 3,palavra-chave 4,palavra-chave 5,palavra-chave 6,Nome Vaga Normalizado,Área Normalizada,Macro Área
RS,"Hi there!
We are Semrush, a global IT company developing our own product—a platform for digital marketers. New stars are born here, so don’t miss your chance.
This is our Python Developer role for those who strive to implement functional processes and drive them to full completion.
Tasks in the role
Help to minimize the time required for duty through automation.
Automate process of Patch Management; network perimeter scanning.
Drive Policy as Code approach to validate our infrastructure from a security point of view.
Automate reactions on alerts where possible.




Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
2008
Tipo
Empresa – capital aberto
Indústria
Desenvolvimento de software
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Semrush
3,8
68 %
Recomendam para outras pessoas
Oportunidades de carreira
3,6
Remuneração e benefícios
3,9
Cultura e valores
3,8
Alta liderança
3,4
Qualidade de vida
3,9
Avaliações da empresa Semrush
Prós
""good salary"" (em 9 avaliações)
""awesome benefits"" (em 8 avaliações)
""Semrush has plenty of talented engineers, great company culture and warm atmosphere."" (em 8 avaliações)
""Technological diversity"" (em 2 avaliações)
""Colleagues around you are an endless source of experience"" (em 6 avaliações)
Contras
""It lacks diversity, especially in the tech side."" (em 2 avaliações)",NF, python developer  ( infrastructure security team )  , developer ," security ,  python ,  infrastructure ",infraestrutura,developer security python infrastructurir,False,True,False,False,False,True,True,True,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
RS,"Hi there!
We are Semrush, a global IT company developing our own product—a platform for digital marketers. New stars are born here, so don’t miss your chance.
This is our Python Developer role for those who strive to implement functional processes and drive them to full completion.
Tasks in the role
Help to minimize the time required for duty through automation.
Automate process of Patch Management; network perimeter scanning.
Drive Policy as Code approach to validate our infrastructure from a security point of view.
Automate reactions on alerts where possible.




Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
2008
Tipo
Empresa – capital aberto
Indústria
Desenvolvimento de software
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Semrush
3,8
68 %
Recomendam para outras pessoas
Oportunidades de carreira
3,6
Remuneração e benefícios
3,9
Cultura e valores
3,8
Alta liderança
3,4
Qualidade de vida
3,9
Avaliações da empresa Semrush
Prós
""good salary"" (em 9 avaliações)
""awesome benefits"" (em 8 avaliações)
""Semrush has plenty of talented engineers, great company culture and warm atmosphere."" (em 8 avaliações)
""Technological diversity"" (em 2 avaliações)
""Colleagues around you are an endless source of experience"" (em 6 avaliações)
Contras
""It lacks diversity, especially in the tech side."" (em 2 avaliações)",NF, python developer  ( infrastructure security team )  , developer ," security ,  python ,  infrastructure ",desenvolvimento de software,developer security python infrastructurir,False,True,False,False,False,True,True,True,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
RS,"Hi there!
We are Semrush, a global IT company developing our own product—a platform for digital marketers. New stars are born here, so don’t miss your chance.
This is our Python Developer role for those who strive to implement functional processes and drive them to full completion.
Tasks in the role
Help to minimize the time required for duty through automation.
Automate process of Patch Management; network perimeter scanning.
Drive Policy as Code approach to validate our infrastructure from a security point of view.
Automate reactions on alerts where possible.




Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
2008
Tipo
Empresa – capital aberto
Indústria
Desenvolvimento de software
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Semrush
3,8
68 %
Recomendam para outras pessoas
Oportunidades de carreira
3,6
Remuneração e benefícios
3,9
Cultura e valores
3,8
Alta liderança
3,4
Qualidade de vida
3,9
Avaliações da empresa Semrush
Prós
""good salary"" (em 9 avaliações)
""awesome benefits"" (em 8 avaliações)
""Semrush has plenty of talented engineers, great company culture and warm atmosphere."" (em 8 avaliações)
""Technological diversity"" (em 2 avaliações)
""Colleagues around you are an endless source of experience"" (em 6 avaliações)
Contras
""It lacks diversity, especially in the tech side."" (em 2 avaliações)",NF, python developer  ( infrastructure security team )  , developer ," security ,  python ,  infrastructure ",infraestrutura,developer security python infrastructurir,False,True,False,False,False,True,True,True,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Porto Alegre,"This is a remote project where you will work from home.

We are hiring! Do you want to work in a global technology company that is constantly growing? Come to NTConsult! We are looking for talented professionals who like challenges and are interested in working.

Who We Are:

We are a leading Global Custom Software Development and IT Staff Augmentation Organization. Our development centers are based in Latin America where for almost two decades we have been building high-end software solutions and augmenting technology teams. www.ntconsultcorp.com









Mostrar mais
Visão geral da empresa
Tamanho
201 a 500 funcionários
Fundação
2003
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa NTConsult
4,7
99 %
Recomendam para outras pessoas
Oportunidades de carreira
4,5
Remuneração e benefícios
4,3
Cultura e valores
4,6
Alta liderança
4,4
Qualidade de vida
4,5
Benefícios da empresa NTConsult
3,6
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(4 comentários)
""O plano é até que bom, porém poderia melhorar""
Vale-Refeição(4 comentários)
""Muito abaixo do comum principalmente para quem mora em cidade grande""
7 de fev. de 2024
Atual Analista em Rio Grande, RS, Rio Grande do Sul
No geral a NT é uma empresa muito boa para se trabalhar, mas já passou da hora de melhorar os benefícios. O VR é pago na risca por dias trabalhados (cada mes uma surpresa diferente), Não possui PLR para os colaboradores, mesmo sendo uma empresa com atuação nivel Global, não possui auxilio Home Office para ajudar com custos, o plano de saúde se torna caro e acaba não compensando.
2 de abr. de 2024
Ex-Desenvolvedor Júnior em São Paulo, SP, São Paulo
Não tem muitos benefícios para ser sincero, VR e VA extremamente baixos principalmente para quem mora em outras regiões, em torno de 600 reais e plano de saúde, de resto não tem muito mais que isso.
23 de ago. de 2023
Atual Desenvolvedor em Porto Alegre, RS, Rio Grande do Sul
Não existe um pacote razoável para PJ",NF, senior node developer , developer , node ,desenvolvimento de software,developer noder,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
RS,"Improvado (AI Enterprise Revenue Data platform, VC-backed, $34M raised) is a data integration platform that simplifies the process of data extraction and manipulation from various marketing channels.

About Product

We're the AI-team, making an AI-powered digital employee product. These are agents that will fulfill the roles of employees that our customers will hire. For example, an analyst who knows how to write SQL and provide reports; a marketer who understands how to evaluate the effectiveness of campaigns and advertising and so on.

The product is early stage and growing very quickly. We have an incredibly talented team that is working very hard and persistently to get the product on its feet. We have an MVP that works and already have users (large B2B companies like ASUS, Activision etc).








Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Improvado
3,7
70 %
Recomendam para outras pessoas
Oportunidades de carreira
4,0
Remuneração e benefícios
3,6
Cultura e valores
3,6
Alta liderança
3,5
Qualidade de vida
3,5",NF, full - stack developer , developer ," full ,  stack ",desenvolvimento de software,developer full stackr,False,True,False,False,False,True,False,True,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Canoas,"Descrição da Vaga Desejável: Técnico Completo e experiência com programação de CNC. Disponibilidade de horários. Atividades: Realizar a programação das máquinas, interpretando desenhos técnicos e utilizando os softwares adequados; usinagem de peças novas de precisão, e recuperação de peças conforme desenho; ajusta ferramentas; programação, preparação e operação de torno CNC para fabricação de peças técnicas conforme desenho. Salário: R$5.500,00 + 20% de Insalubridade Benefícios: VT, alimentação no local, assistência médica e odontológica. Horário: Segunda a sexta-feira das 07:30 às 17:30.

Beneficios:
Formação Acadêmica:
Não informado



A combinar


Programador


Diamante RH
Atua com atividades de recursos humanos.


Recursos Humanos/ Recrutamento e seleção (EJ)


Efetivo (CLT)


Não informado


A combinar
Mostrar mais
Salário base
O salário mínimo é de R$ 6 mil e o salário máximo é de R$ 6 mil.
R$ 6 mil/mês (est. Empresa)
Canoas
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Diamante RH
2,4
43 %
Recomendam para outras pessoas
Oportunidades de carreira
2,4
Remuneração e benefícios
2,2
Cultura e valores
2,1
Alta liderança
2,1
Qualidade de vida
2,4",R$ 6 mil/mês (est. Empresa), programador de torno cnc , programador ,Outros,desenvolvimento de software,programador,False,False,False,True,False,False,False,False,False,True,False,False,Indefinido,,
Porto Alegre,"Local: Porto Alegre/RS
Experiência: Sênior
Tipo de Contratação Não Informado
Publicada em: 04/03/2024

The company: We are a global custom software development and IT project staffing organization without geographic restrictions; we operate globally, navigating technology and business challenges with expertise. Our U.S. headquarters are in San Diego, California and we also have strategically located development centers in Brazil, Mexico, Peru, and Uruguay. Our Latin America headquarters are based in Porto Alegre, Brazil, with a branch in São Paulo. For over two decades, we have been globally recognized in the software and innovation market for delivering projects with added value, crafted by agile teams of skilled professionals. Check out our international page at: www.ntconsultcorp.com



Mostrar mais
Visão geral da empresa
Tamanho
201 a 500 funcionários
Fundação
2003
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa NTConsult
4,7
99 %
Recomendam para outras pessoas
Oportunidades de carreira
4,5
Remuneração e benefícios
4,3
Cultura e valores
4,6
Alta liderança
4,4
Qualidade de vida
4,5
Benefícios da empresa NTConsult
3,6
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(4 comentários)
""O plano é até que bom, porém poderia melhorar""
Vale-Refeição(4 comentários)
""Muito abaixo do comum principalmente para quem mora em cidade grande""
7 de fev. de 2024
Atual Analista em Rio Grande, RS, Rio Grande do Sul
No geral a NT é uma empresa muito boa para se trabalhar, mas já passou da hora de melhorar os benefícios. O VR é pago na risca por dias trabalhados (cada mes uma surpresa diferente), Não possui PLR para os colaboradores, mesmo sendo uma empresa com atuação nivel Global, não possui auxilio Home Office para ajudar com custos, o plano de saúde se torna caro e acaba não compensando.
2 de abr. de 2024
Ex-Desenvolvedor Júnior em São Paulo, SP, São Paulo
Não tem muitos benefícios para ser sincero, VR e VA extremamente baixos principalmente para quem mora em outras regiões, em torno de 600 reais e plano de saúde, de resto não tem muito mais que isso.
23 de ago. de 2023
Atual Desenvolvedor em Porto Alegre, RS, Rio Grande do Sul
Não existe um pacote razoável para PJ",NF, senior full stack ruby on rails / react developer , developer ," ruby ,  full ,  stack ,  react ",desenvolvimento de software,developer ruby full stackr react,False,True,False,False,False,True,True,True,True,False,True,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Novo Hamburgo,"PROGRAMADOR DE PRODUÇÃO, para indústria calçadista. Planejar/acompanhar a Produção de acordo com as necessidades e recursos disponíveis, assim como análises diárias e fluxos de informações referentes ao setor. Acompanhar no sistema informações de entrada de pedidos e realização das datas de entrega, informando a gestão/supervisão as demandas necessárias. Salário R$ 3.500,00 + benefícios. Morar região do Vale dos Sinos.

Escolaridade Mínima: Ensino Médio (2º Grau)
Mostrar mais
Salário base
O salário mínimo é de R$ 4 mil e o salário máximo é de R$ 4 mil.
R$ 4 mil/mês (est. Empresa)
Novo Hamburgo
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.",R$ 4 mil/mês (est. Empresa), programador de pcp , programador ,Outros,desenvolvimento de software,programador,False,False,False,True,False,False,False,False,False,True,False,False,Indefinido,,
Caxias do Sul,"Descrição:
Programação de Máquinas a partir de Software

Definição de processo de usinagem

Calculo de tempos de usinagem

Definição de ferramental

240410020235845687
Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Netvagas
2,8
33 %
Recomendam para outras pessoas
Oportunidades de carreira
2,2
Remuneração e benefícios
2,0
Cultura e valores
2,2
Alta liderança
2,2
Qualidade de vida
2,0",NF, programador de usinagem , programador ,Outros,desenvolvimento de software,programador,False,False,False,True,False,False,False,False,False,True,False,False,Indefinido,,
Caxias do Sul,"Realizar usinagem de ferramentaria de moldes de injeção;
Efetuar modelamento de eletrodos (TopSolid ou Solidworks);
Conhecimentos de usinagem de alta velocidade em grafite.

Requisitos:
Vivência com usinagem de materiais endurecidos;
Experiência em programação 3 e 5 eixos;
Preferência em conhecimento dos softwares POWERMILL OU TOP CAM7;
Ensino médio completo;
Cursos de matrizeiro,ferramenteiro e usinagem.. Cargo: PROGRAMADOR CAM - CAXIAS DO SUL | Salario: A combinar. | Ensino: Ensino médio. | Turno: Integral. | Area: Industrial, Produção, Fábrica. | Experiencia: 1 ano. | Cidade: Caxias do Sul / RS
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa OEmprego
4,5
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,7
Remuneração e benefícios
4,7
Cultura e valores
5,0
Alta liderança
5,0
Qualidade de vida
4,7",NF, programador cam  -  caxias do sul , programador ,Outros,desenvolvimento de software,programador,False,False,False,True,False,False,False,False,False,True,False,False,Indefinido,,
